城市,区域,店名,地址,电话,类型,评分,营业时间,品牌,经纬度,ID
佛山,南海区,橘咖啡Jcafe,大沥兴隆大街严家巷四巷4号,18575866606,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.121695,23.113520",B0KUN7L6BV
佛山,南海区,比那多咖啡(石啃体彩店),桂城街道桂澜路辅道边大基坊86号比那多咖啡,17666166289,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.155194,23.016171",B0LDCHPVIL
佛山,南海区,沿途咖啡,桂城街道南海大道北22号海棠村北门旁,15627730858,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.140611,23.045135",B0I1VU0HS1
佛山,南海区,深版咖啡(万科·金域蓝湾二期店),桂城街道半岛路17号万科·金域蓝湾二期,18318177447,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.166888,23.009561",B0KA25BJZF
佛山,南海区,滕Coffee room,桂城天佑三路41号首层商铺,[],餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.139140,23.036392",B0KK79PBX7
佛山,南海区,漫猫咖啡(奥骏中心店),奥骏中心商业楼6座首层A-109号铺,[],餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.156284,23.009400",B0K2HPJRBY
佛山,南海区,灼灼其华咖啡馆,桂城街道兴华上街63号,13544333011;18620603495,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.159919,23.060199",B0IDHSIXQ0
佛山,南海区,猫屎咖啡(新凯广场店),永胜西路22号新凯广场F1层,0757-86226117;13751822335,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.158129,23.062268",B0FFK15OTW
佛山,南海区,玫瑰咖啡(桂城),桂城街道南海大道北38号,0757-86282055;13392235120,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.140402,23.046792",B02F50Y9SY
佛山,南海区,瑞幸咖啡,南桂东路与天佑六路交叉口西60米,[],餐饮服务;咖啡厅;咖啡厅,[],,瑞幸咖啡,"113.147197,23.032784",B0LRONVYQU
佛山,南海区,瑞幸咖啡,南一路76号宏宇·景裕豪园,[],餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"113.135894,23.065528",B0LU4OV51Q
佛山,南海区,瑞幸咖啡,南海颐景园(华翠路地铁站A2口步行430米),[],餐饮服务;咖啡厅;咖啡厅,3.8,,瑞幸咖啡,"113.165225,23.033025",B0LGF7RS02
佛山,南海区,瑞幸咖啡,叠滘二路与海五西路交叉口西南60米,[],餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"113.128275,23.055175",B0LUNOA3QL
佛山,南海区,瑞幸咖啡,时代天韵西区东门东南80米,[],餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.138649,23.077700",B0LBSOUTOF
佛山,南海区,瑞幸咖啡,罗村花苑A区北门旁,[],餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.054187,23.057556",B0LDRUFG0F
佛山,南海区,瑞幸咖啡,环四新路与清风路交叉口南140米,[],餐饮服务;咖啡厅;咖啡厅,[],,瑞幸咖啡,"113.179498,23.050892",B0LUOZKEY8
佛山,南海区,瑞幸咖啡,平西街与兴仁大道交叉口东南20米,[],餐饮服务;咖啡厅;咖啡厅,3.9,,瑞幸咖啡,"113.194087,23.021761",B0LUGYG2Z6
佛山,南海区,瑞幸咖啡,桃园二路1号昇宝百货柏涛轩东北F1层,[],餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.101240,23.145500",B0K2HKCJK3
佛山,南海区,瑞幸咖啡,疏港路北侧7号碧桂园·广佛上城,[],餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.238525,23.007475",B0LUY6SQHW
佛山,南海区,瑞幸咖啡,科创大道辅路与规划A路交叉口东北200米,[],餐饮服务;咖啡厅;咖啡厅,[],,瑞幸咖啡,"113.247324,23.031153",B0LRR4JZRN
佛山,南海区,瑞幸咖啡,恒大金名都东区西门西120米,[],餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.205221,23.177216",B0LGZAOZI4
佛山,南海区,瑞幸咖啡,狮城路14号和富·商业中心,[],餐饮服务;咖啡厅;咖啡厅,[],,瑞幸咖啡,"113.010525,23.126075",B0LUVDDUAY
佛山,南海区,瑞幸咖啡,宏威路与鄱阳路交叉口南60米,[],餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"113.192668,23.115586",B0LGPHMAVG
佛山,南海区,瑞幸咖啡,仁发商场(朗沙市场店),[],餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"113.047192,23.040135",B0LUSA3G0G
佛山,南海区,瑞幸咖啡,里水第一城商业广场,[],餐饮服务;咖啡厅;咖啡厅,[],,瑞幸咖啡,"113.161575,23.194675",B0LRSX5OOX
佛山,南海区,瑞幸咖啡,大正路与明华路交叉口东60米,[],餐饮服务;咖啡厅;咖啡厅,[],,瑞幸咖啡,"113.012776,22.841875",B0LR1NSBK2
佛山,南海区,瑞幸咖啡(A32万科里店),桂城街道华翠北路A32·万科里七鲜厨房旁边,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,瑞幸咖啡,"113.164411,23.066322",B0KBC9MR2O
佛山,南海区,瑞幸咖啡(万福城商业广场店),和顺大道8号万福城购物广场一层F1-016号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,瑞幸咖啡,"113.135125,23.249825",B0J15C0VL4
佛山,南海区,瑞幸咖啡(万科金域中央店),永胜东路4号万科·金域中央B区,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.172385,23.063919",B0KDDB2F76
佛山,南海区,瑞幸咖啡(万科金色领域店),佛平三路1号金色领域1座1楼瑞幸咖啡,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,瑞幸咖啡,"113.158664,23.038586",B0JKVCL7KO
佛山,南海区,瑞幸咖啡(中建广场店),南海大道北20号金安大厦F1层,4000100100,餐饮服务;咖啡厅;咖啡厅,3.9,,瑞幸咖啡,"113.141035,23.055952",B0FFMEN0OX
佛山,南海区,瑞幸咖啡(中盈中心店),大沥镇金贸大道6号中盈广场A座首层大堂,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.123535,23.108810",B0GU1O0YP2
佛山,南海区,瑞幸咖啡(丹灶万民百货店),丹灶镇商业大道1号珍丰广场一层1F-0019B号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"112.920533,23.039557",B0J11Z6WSF
佛山,南海区,瑞幸咖啡(京华广场店),融和路16号京华保利广场10座底商,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.161426,23.068551",B0H23XTMGO
佛山,南海区,瑞幸咖啡(伟业兴隆广场东门店),振兴路13号伟业兴隆广场F1层,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.120322,23.106098",B0GD3M1KTG
佛山,南海区,瑞幸咖啡(伟业国际店),伟业国际,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.143603,23.110217",B0KRFAPBO4
佛山,南海区,瑞幸咖啡(佛山创越时代店),桂城夏南路61号创越时代文化创意园3座地铺102a,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"113.176833,23.037021",B0GRAD2XX2
佛山,南海区,瑞幸咖啡(佛山印象汇店),桂城地铁站D2口步行110米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.140792,23.033096",B0G2UR4K3B
佛山,南海区,瑞幸咖啡(佛山和信广场店),博爱中路61号和信广场室外美食街,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.005025,23.122325",B0IDUSQRMC
佛山,南海区,瑞幸咖啡(佛山大学仙溪店),佛山大学仙溪校区北区交通与土木建筑学院西侧230米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,瑞幸咖啡,"113.050669,23.138024",B0K1RR3W4G
佛山,南海区,瑞幸咖啡(佛山新城广场店),西樵镇樵高路与樵金路交叉口新城广场美食街F1-20号铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"112.983599,22.948636",B0HRTC715O
佛山,南海区,瑞幸咖啡(佛山永旺梦乐城店),滘口路13号永旺梦乐城大沥店F1层,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.145921,23.114177",B0GD3A332L
佛山,南海区,瑞幸咖啡(佛山美嘉广场店),黄岐广佛路97号美嘉广场一层222号商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.177244,23.106950",B0FFM10GH5
佛山,南海区,瑞幸咖啡(佛山鸿大广场店),叠南村圣堂618号鸿大广场一层A0252号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.134675,23.049232",B0FFMA1IAA
佛山,南海区,瑞幸咖啡(保利天际店),海五路19号美华国际金融贸易中心负一层0021号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.150970,23.055827",B0JKK5F0AB
佛山,南海区,瑞幸咖啡(华亚金融中心店),海六路与灯湖东路交叉口,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.148964,23.057899",B0FFMA2ENU
佛山,南海区,瑞幸咖啡(南海万科广场店),桂澜中路23号南海万科广场一层西门3号楼110号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.6,,,"113.153755,23.036377",B0FFKX38T7
佛山,南海区,瑞幸咖啡(南海万达金街店),桂澜路北路28号南海万达广场金街6-7号门,4000100100,餐饮服务;咖啡厅;咖啡厅,4.8,,,"113.157071,23.063748",B0G14BCCXU
佛山,南海区,瑞幸咖啡(南海云山峰境广场店),云山时光汇负一层,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"112.916531,23.046510",B0J3NAIQHW
佛山,南海区,瑞幸咖啡(南海益田假日天地店),简平路7号南海益田假日天地1座一层1097号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.167471,23.023419",B0JBH106MY
佛山,南海区,瑞幸咖啡(南海里水升宝广场店),市场北路与红旗一横路交叉口东60米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"113.157224,23.197943",B0K0K7ASEZ
佛山,南海区,瑞幸咖啡(南海金盛广场店),府前路金盛广场一层F17号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.053012,23.057541",B0JK4ZLYOK
佛山,南海区,瑞幸咖啡(嘉邦国金中心店),桂城街道石龙南路1号嘉邦国金中心大厦一层105号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.186312,23.031651",B0FFKU6O12
佛山,南海区,瑞幸咖啡(国昌广场店),兴联北路与体育路交叉口国昌广场一层002A号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,瑞幸咖啡,"113.202275,23.140814",B0JRA6JESJ
佛山,南海区,瑞幸咖啡(大众新城店),虹岭一路与虹岭路交叉口南80米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.009203,23.183423",B0K0ZRP7NE
佛山,南海区,瑞幸咖啡(好好多广场店),长江路13号好好多生活广场1座一层201-202号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.244050,23.026251",B0JGOYYKEV
佛山,南海区,瑞幸咖啡(宇能国际店),南海跨境电商产业园西南门旁,4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"113.161786,23.153127",B0K60M5L6D
佛山,南海区,瑞幸咖啡(宏宇江畔里店),上沙涌路24号十里尚堤西苑8栋一层109号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.170527,23.157599",B0JK4ZJMZD
佛山,南海区,瑞幸咖啡(富弘广场店),沿江北路1号富弘广场负一层B132铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,瑞幸咖啡,"113.045611,23.060099",B0GD3G3HPS
佛山,南海区,瑞幸咖啡(小塘万民广场店),三环东路万民广场一层1号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"112.985868,23.088558",B0J2KM0HZJ
佛山,南海区,瑞幸咖啡(广东轻工南海北校区店),体育路与环校北路交叉口东北60米,[],餐饮服务;咖啡厅;咖啡厅,3.8,,瑞幸咖啡,"113.037225,23.161767",B0LASC4LO4
佛山,南海区,瑞幸咖啡(广佛智城店),岭南路85号广佛智城A11号楼B塔一层大堂,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.144496,23.117287",B0IA3BEIRQ
佛山,南海区,瑞幸咖啡(承展大厦店),海四路19号承展大厦2座底商,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.150270,23.052434",B0KBJD9G5O
佛山,南海区,瑞幸咖啡(招商置地中心店),桂澜北路26号招商置地中心101号之一层014号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.156725,23.061775",B0JRR5RDU5
佛山,南海区,瑞幸咖啡(桂城万达广场店),南海大道北46号万达广场一层1008B号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.141103,23.041850",B0FFM3H3S7
佛山,南海区,瑞幸咖啡(桂城金铂中心店),桂城金铂中心店,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.156218,23.010646",B0K1OA3WGZ
佛山,南海区,瑞幸咖啡(樵岭国际店),江浦东路26号樵岭国际商业中心外广场凤临樵岭市集W20号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"112.987034,22.941339",B0J077EXHP
佛山,南海区,瑞幸咖啡(樵盈星元汇店),金南路215号樵盈·星元汇start F1层,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"112.981328,22.951278",B0KA7MUD6S
佛山,南海区,瑞幸咖啡(欧雅锦辉广场店),松石路39号欧雅锦辉广场四座一层105号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.109634,23.152030",B0JK4ZNR81
佛山,南海区,瑞幸咖啡(永润广场卜蜂店),里广路50号永润广场一层001号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.195129,23.184460",B0JBZUNDZV
佛山,南海区,瑞幸咖啡(汇翠珠宝广场店),柏丽翡翠大道7-10号信汇广场B栋一层JP7-10号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,瑞幸咖啡,"113.210385,23.023640",B0IUH1UVDL
佛山,南海区,瑞幸咖啡(海北广场二期店),海北广场2期西门北90米,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,瑞幸咖啡,"113.188187,23.131268",B0K6MPH5C5
佛山,南海区,瑞幸咖啡(瀚天科技城店),深海路17号瀚天科技城B1区1号楼A座一层1号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.6,,瑞幸咖啡,"113.177624,23.025199",B0IUXBE6KA
佛山,南海区,瑞幸咖啡(狮山润和广场店),官窑瑶平路润和商业广场北侧C座一层大堂,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,瑞幸咖啡,"113.076186,23.223306",B0JD47R8QY
佛山,南海区,瑞幸咖啡(百德广场店),佛平五路与永安路交叉口平南商贸城F1层,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.199429,23.023143",B0KR4CHT4T
佛山,南海区,瑞幸咖啡(百花时代广场桂城店),南桂东路66号桂南名都百花时代广场一层082号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,瑞幸咖啡,"113.154008,23.032929",B0I6HAXRW8
佛山,南海区,瑞幸咖啡(盐步佰德广场店),穗盐西路43号佰德广场,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.171829,23.093285",B0K1VSTDIB
佛山,南海区,瑞幸咖啡(盐步升宝广场店),升宝广场(跃进路),4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.178814,23.089630",B0KR3L1R7T
佛山,南海区,瑞幸咖啡(荣耀国际金融中心店),融和路25号荣耀国际金融中心商场一层127A号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,瑞幸咖啡,"113.155325,23.070325",B0HUA7CS1V
佛山,南海区,瑞幸咖啡(西樵创新大厦店),轻纺大道西樵轻纺城内西樵创新大厦大堂,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.979037,22.951578",B0FFMHJQMK
佛山,南海区,瑞幸咖啡(财汇大厦店),南海大道财汇大厦,4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"113.139792,23.042303",B0L6M4VB2N
佛山,南海区,瑞幸咖啡(超级180店),大沥镇广佛路盐步路段133号超级180文娱综合体,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.182734,23.104734",B0K3U7WUA2
佛山,南海区,瑞幸咖啡(里水嘉洲广场店),广佛路,4000100100,餐饮服务;咖啡厅;咖啡厅,3.8,,瑞幸咖啡,"113.189017,23.108704",B0LAGGLV0L
佛山,南海区,瑞幸咖啡(金沙洲万达广场店),黄岐建设大道星港国际广场2座一层1029号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.200067,23.138385",B0FFME250F
佛山,南海区,瑞幸咖啡(金沙洲金铂天地店),金铂天地3楼超市出口,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,瑞幸咖啡,"113.200056,23.142959",B0J0RYGMOP
佛山,南海区,瑞幸咖啡(金铂天地黄岐店),金铂天地黄岐店,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.188607,23.109893",B0HD3RQ38D
佛山,南海区,瑞幸咖啡(金银湾广场店),河东中心路3号金银湾广场一层1003A号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,瑞幸咖啡,"113.189335,23.095901",B0J27K3PF5
佛山,南海区,瑞幸咖啡(长华汇店),长华汇,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"112.999704,23.118558",B0KKKHX8EF
佛山,南海区,瑞幸咖啡(阳光在线广场店),线广场F1(东软继续教育学院对面),4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"113.031923,23.143745",B0GDD9Y2U6
佛山,南海区,瑞幸咖啡(顺联公园里店),季华东路27号顺联公园里一层中庭117号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.163802,23.013825",B0JU1HRR51
佛山,南海区,瑞幸咖啡(鹏瑞利季华广场店),桂澜南路45号鹏瑞利季华广场一层18号,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,瑞幸咖啡,"113.153417,23.011589",B0J2OALG20
佛山,南海区,瑞幸咖啡(黄岐嘉洲广场店),黄岐嘉洲广场店,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.189601,23.109260",B0LAGGSY07
佛山,南海区,目前咖啡SOFAR COFFEE(桂城店),桂城街道南三路14号首层,[],餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.138433,23.038517",B0KGJATI5C
佛山,南海区,真我咖啡(佛山店),佛平四路37号乐居商贸大厦二层P208铺,13725171641,餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.174731,23.037087",B0K247BFWK
佛山,南海区,禧来COFFEE&CAKE,紫金城茶都D栋1006铺,15813633191,餐饮服务;咖啡厅;咖啡厅,4.3,,,"113.167063,23.039730",B0I2TSXP0P
佛山,南海区,粒粒Particle,桂城街道夏西工业一路大围工业区1号铺,13703013412,购物服务;购物相关场所;购物相关场所,4.5,,,"113.165647,23.038078",B0KUCUTGG5
佛山,南海区,纯粹空间,怡海路壹品广场8号楼一号,18929900727,餐饮服务;咖啡厅;咖啡厅|购物服务;专卖店;专营店,4.0,,,"113.160149,23.020885",B0HKGCF4MY
佛山,南海区,缇里咖啡(万益广场店),黄岐建设大道33号11栋102铺,15916080836,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.202401,23.143248",B0K2KRYPM7
佛山,南海区,肯悦咖啡(丹灶奥园店),丹灶镇迎金一路1号上林一品,[],餐饮服务;餐饮相关场所;餐饮相关,4.0,,,"112.962498,23.054185",B0K2FAE75C
佛山,南海区,肯悦咖啡(北湖店),北湖一路5号圣地广场A区F1层,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.052240,23.068115",B0L66ULLST
佛山,南海区,肯悦咖啡(里水店),里水大道北185号,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"113.157733,23.197543",B0L67MX0GX
佛山,南海区,肯悦咖啡(里水永润广场店),里水永润广场里广路店西北2门南60米,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"113.194781,23.184808",B0K2DDCX8C
佛山,南海区,舍下咖啡馆,佛山市南海区西樵镇官山周家海边大街5号,18025877773,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.977590,22.943382",B0H0OBUSML
佛山,南海区,艺涧咖啡,黄岐龙母庙东侧3-5号,18681423413,餐饮服务;咖啡厅;咖啡厅,4.2,,,"113.195930,23.119855",B0J2MZVD7I
佛山,南海区,芮意咖啡小食馆,南海体育馆北1门东130米,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"113.141785,23.047937",B0J1HA88F8
佛山,南海区,花夏恬欧包咖啡(广佛电商城2座店),南四路18号广佛电商城2座F1层,13266313208;18666522689,购物服务;购物相关场所;购物相关场所,4.1,,,"113.142137,23.038021",B0IA3XMYCM
